ser,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,educated,population,households,median_income,random_income,ocean_proximity,median_house_value
8454,-118.35,33.91,25,1884,554,,1337,549,2.8512,8.277523484,<1H OCEAN,272800
8455,-118.35,33.9,25,3309,902,873.62,2299,837,3.0417,8.812481199,<1H OCEAN,237000
8456,-118.35,33.91,32,1660,366,371.2,928,398,4.3187,1.33985219,<1H OCEAN,269700
8457,-118.35,33.91,29,2461,535,482.04,1236,482,4.8409,2.078473746,<1H OCEAN,244000
8458,-118.35,33.91,34,2055,448,396.9,1134,408,3.825,7.211664411,<1H OCEAN,235400
8459,-118.36,33.91,36,2064,474,,1366,421,4.1,2.682491617,<1H OCEAN,243100
8460,-118.35,33.9,32,1056,225,231.65,565,231,3.9485,2.440557769,<1H OCEAN,230000
8461,-118.36,33.9,39,1166,222,230.4,640,206,3.5313,7.850098683,<1H OCEAN,230400
8462,-118.33,33.92,23,969,288,247.9,670,251,3.267,1.791292572,<1H OCEAN,185400
8463,-118.33,33.91,39,1224,312,420.28,1106,333,3.3491,9.320712895,<1H OCEAN,181800
8464,-118.34,33.91,17,3724,1023,,2536,971,3.2649,7.670280235,<1H OCEAN,202100
8465,-118.33,33.91,35,1092,302,404.04,962,297,3.5903,5.333596221,<1H OCEAN,183300
8466,-118.34,33.91,8,3937,1404,,2691,1142,2.4741,9.181654885,<1H OCEAN,185700
8467,-118.34,33.92,6,1047,271,288.6,740,248,3.425,9.155424143,<1H OCEAN,193800
8468,-118.34,33.91,12,9975,3638,2971.6,7429,3405,2.6689,6.39932985,<1H OCEAN,192300
8469,-118.33,33.91,8,10731,3335,,7211,3028,2.455,6.658358607,<1H OCEAN,192700
8470,-118.31,33.91,31,1415,339,332.12,874,289,3.8173,9.848701731,<1H OCEAN,177900
8471,-118.31,33.91,36,961,173,218.75,625,179,4.2596,1.484574861,<1H OCEAN,181100
8472,-118.32,33.91,33,1729,396,375.55,1073,344,4.2083,6.146930418,<1H OCEAN,180500
8473,-118.32,33.91,35,940,197,236.8,640,215,4.2,1.247341002,<1H OCEAN,181300
8474,-118.32,33.91,35,881,159,248.05,605,170,3.6654,6.488700528,<1H OCEAN,184500
8475,-118.32,33.91,34,3041,677,806.4,1920,640,4.5304,4.483883371,<1H OCEAN,181300
8476,-118.32,33.91,34,1068,198,333.08,757,231,5.7528,4.457084431,<1H OCEAN,180500
8477,-118.32,33.9,35,3189,680,846.9,1882,651,3.6625,9.45406826,<1H OCEAN,188000
8478,-118.31,33.92,35,1307,246,262.08,672,219,4.8456,8.777740885,<1H OCEAN,146400
8479,-118.31,33.93,35,1580,266,416.7,926,282,5.0653,7.995203768,<1H OCEAN,158000
8480,-118.32,33.93,34,1536,273,345.72,804,287,4.9615,8.06632391,<1H OCEAN,157800
8481,-118.32,33.92,35,1281,219,,710,184,4.8304,0.644260277,<1H OCEAN,152800
8482,-118.29,33.93,31,3894,1017,1256.5,3590,962,2.0437,9.075912651,<1H OCEAN,137200
8483,-118.29,33.92,34,1799,362,543.06,1293,355,3.692,1.182072831,<1H OCEAN,145200
8484,-118.29,33.92,34,1374,240,,906,248,5.3292,4.334356152,<1H OCEAN,155500
8485,-118.3,33.92,34,2053,382,,1258,380,3.0139,1.736290767,<1H OCEAN,154700
8486,-118.3,33.93,29,2228,396,433.2,1140,352,3.7969,9.124832371,<1H OCEAN,169400
8487,-118.3,33.91,30,1842,476,670.95,1491,420,3.0147,6.658231217,<1H OCEAN,155100
8488,-118.3,33.91,34,1617,493,550.8,1530,500,2.6182,8.262814624,<1H OCEAN,172600
8489,-118.31,33.9,28,1576,400,400.95,891,378,2.6312,1.986085828,<1H OCEAN,171300
8490,-118.29,33.91,28,1501,446,,1028,418,2.3043,1.165971066,<1H OCEAN,177500
8491,-118.29,33.9,27,1013,394,426.8,1067,400,1.7714,1.867195305,<1H OCEAN,159400
8492,-118.3,33.9,29,2617,668,765.88,1868,647,3.6,7.562955387,<1H OCEAN,208800
8493,-118.3,33.9,27,3267,762,797.62,2099,647,3.4,3.962694811,<1H OCEAN,224100
8494,-118.3,33.9,13,2455,661,869,1975,618,2.9559,0.906552534,<1H OCEAN,173600
8495,-118.3,33.9,19,2421,689,621.36,1726,660,3.287,5.795017086,<1H OCEAN,181400
8496,-118.3,33.89,30,2756,858,722.4,1806,787,3.0329,7.419062118,<1H OCEAN,207800
8497,-118.3,33.89,37,2132,565,,1369,565,3.285,1.142801457,<1H OCEAN,218100
8498,-118.31,33.9,38,1400,399,,1131,405,3.5417,8.699833811,<1H OCEAN,198400
8499,-118.29,33.89,33,2138,567,460.96,1072,528,2.7428,8.548283308,<1H OCEAN,208900
8500,-118.29,33.89,32,2355,583,642,1605,571,4.2171,5.864738919,<1H OCEAN,218200
8501,-118.29,33.88,36,1751,438,470,1175,419,3.0739,1.423235573,<1H OCEAN,218600
8502,-118.29,33.88,21,4946,1231,1433.7,3186,1167,3.3281,2.289318873,<1H OCEAN,237000
8503,-118.3,33.87,27,3144,722,528.5,1510,680,3.1597,5.852855535,<1H OCEAN,214700
8504,-118.3,33.87,31,1398,261,312.74,823,263,5.0641,5.38729949,<1H OCEAN,234900
8505,-118.3,33.88,26,1221,312,363.15,807,330,4.0536,6.195212234,<1H OCEAN,253600
8506,-118.3,33.88,29,850,229,,563,204,3.7375,5.105828815,<1H OCEAN,247700
8507,-118.3,33.88,30,1348,333,398.25,885,322,3.2574,4.643520122,<1H OCEAN,195300
8508,-118.3,33.88,35,3227,749,,1881,696,2.8445,2.332071599,<1H OCEAN,242100
8509,-118.31,33.88,32,2421,671,566.58,1491,587,3.5644,8.081268353,<1H OCEAN,242300
8510,-118.31,33.88,35,1939,412,445.48,1036,400,3.5556,0.392813065,<1H OCEAN,238000
8511,-118.31,33.88,21,1490,430,274.4,686,400,2.3812,6.513841507,<1H OCEAN,237500
8512,-118.31,33.9,30,2407,581,,1724,531,3.4792,1.295826734,<1H OCEAN,194700
8513,-118.31,33.89,37,2278,508,,1257,498,3.7639,8.642197722,<1H OCEAN,220600
8514,-118.31,33.89,35,2144,423,417.2,1192,417,4.1458,1.79674108,<1H OCEAN,231500
8515,-118.32,33.9,36,1520,300,315.78,831,291,4.0473,9.530622232,<1H OCEAN,212100
8516,-118.32,33.9,36,1741,412,535.35,1245,423,4.1344,9.781861219,<1H OCEAN,210300
8517,-118.32,33.9,37,1664,401,473.76,1316,409,3.0526,6.108828881,<1H OCEAN,216400
8518,-118.32,33.89,45,1928,453,582.12,1323,458,4.2813,3.791812614,<1H OCEAN,210100
8519,-118.32,33.89,44,1300,252,,695,249,5.1669,1.57629854,<1H OCEAN,220600
8520,-118.32,33.89,34,2675,560,469.9,1270,492,4.5053,2.223646633,<1H OCEAN,242000
8521,-118.33,33.9,21,6603,1984,2052.02,5546,1745,2.6091,7.635682636,<1H OCEAN,163900
8522,-118.34,33.9,23,2395,498,484.33,1309,493,4.9779,6.880126279,<1H OCEAN,224600
8523,-118.34,33.9,37,542,105,134.9,355,118,5.5133,9.464339028,<1H OCEAN,227300
8524,-118.34,33.9,36,1158,219,,628,253,4.7426,8.324880817,<1H OCEAN,242700
8525,-118.34,33.9,36,1342,259,268.28,706,261,4.1776,9.7270457,<1H OCEAN,236600
8526,-118.33,33.89,39,1880,361,,982,357,4.1953,8.74339306,<1H OCEAN,226900
8527,-118.33,33.89,42,1816,338,385.71,897,306,5.1874,2.343172373,<1H OCEAN,230800
8528,-118.34,33.89,36,2392,444,498.02,1346,445,6.0088,7.576823614,<1H OCEAN,245900
8529,-118.34,33.89,36,2274,411,529.76,1232,423,5.373,2.806287369,<1H OCEAN,244500
8530,-118.35,33.9,13,2887,853,900.77,2197,800,2.8777,7.24777681,<1H OCEAN,207900
8531,-118.35,33.9,31,1547,,391.96,956,287,3.4698,5.857721607,<1H OCEAN,225000
8532,-118.35,33.9,31,981,222,,734,239,4.875,8.82180601,<1H OCEAN,232400
8533,-118.35,33.89,29,2940,708,978.75,2175,684,3.6486,9.89871348,<1H OCEAN,229000
8534,-118.35,33.89,34,1740,387,437.15,1249,375,4.1552,6.925799233,<1H OCEAN,233900
8535,-118.36,33.9,41,1355,349,281.65,655,329,2.9551,2.78905929,<1H OCEAN,205000
8536,-118.35,33.9,22,1127,287,,697,241,3.3971,8.553056303,<1H OCEAN,220300
8537,-118.35,33.89,30,1143,299,,776,273,4.2829,2.329191895,<1H OCEAN,240000
8538,-118.36,33.89,37,1719,426,468.42,1266,424,3.375,4.664754483,<1H OCEAN,228000
8539,-118.36,33.89,34,760,174,,723,198,5.3169,5.833768629,<1H OCEAN,227600
8540,-118.36,33.9,18,3380,922,,2276,854,4.0727,3.231524607,<1H OCEAN,214000
8541,-118.36,33.89,27,2837,684,,2141,648,3.1325,1.095592088,<1H OCEAN,215000
8542,-118.36,33.88,33,2408,534,,1644,523,4.2454,6.717492699,<1H OCEAN,236800
8543,-118.36,33.88,28,1313,319,355.61,827,308,2.65,9.665110701,<1H OCEAN,260800
8544,-118.36,33.88,25,2845,710,,1611,628,3.2049,2.593870536,<1H OCEAN,267400
8545,-118.36,33.88,22,1388,336,362.7,930,287,2.7981,5.315639664,<1H OCEAN,275000
8546,-118.36,33.88,26,1375,286,339.89,829,278,3.9844,9.595825723,<1H OCEAN,230700
8547,-118.35,33.89,25,1769,440,507.27,1371,414,3.0833,7.83169814,<1H OCEAN,232700
8548,-118.35,33.88,36,1583,411,,1097,350,4.0737,3.047768564,<1H OCEAN,238200
8549,-118.34,33.88,42,725,183,,493,172,3.2589,5.356624109,<1H OCEAN,233300
8550,-118.35,33.88,44,822,180,,480,177,4.4,7.153255677,<1H OCEAN,225800
8551,-118.35,33.88,36,1567,362,474.3,1054,386,3.2594,0.973750071,<1H OCEAN,233900
8552,-118.35,33.88,25,1459,362,483,1150,354,3.35,2.526118726,<1H OCEAN,237500
8553,-118.3,33.74,40,1896,416,,950,383,2.425,5.382235264,NEAR OCEAN,255000
8554,-118.3,33.74,28,1065,215,381.41,887,217,3.9375,1.933242959,NEAR OCEAN,270500
8555,-118.39,33.92,41,80,20,,61,23,5.25,9.578463498,<1H OCEAN,247200
8556,-118.4,33.92,25,1453,271,,695,283,5.9499,7.194458235,<1H OCEAN,345800
8557,-118.4,33.92,32,2828,629,472.68,1313,534,4.5987,4.519066312,<1H OCEAN,363800
8558,-118.4,33.93,35,2217,447,450,1000,450,4.7319,1.374707938,<1H OCEAN,376100
8559,-118.41,33.93,38,3328,625,,1455,619,5.0596,0.641655373,<1H OCEAN,363900
8560,-118.41,33.92,32,2590,607,,1132,555,4.2333,2.812217838,<1H OCEAN,358000
8561,-118.41,33.92,22,2340,584,410.76,1141,554,4.5729,9.971584827,<1H OCEAN,337500
8562,-118.41,33.93,22,2514,605,477.75,1225,568,4.1818,3.303857518,<1H OCEAN,339700
8563,-118.41,33.92,38,1437,272,,590,250,5.2338,2.185278326,<1H OCEAN,358000
8564,-118.41,33.92,29,1436,401,,674,343,3.6389,0.992514988,<1H OCEAN,275000
8565,-118.42,33.92,25,3521,852,,1524,764,3.8086,5.753920732,<1H OCEAN,361300
8566,-118.42,33.92,41,1621,279,302.4,756,277,5.0594,0.08539495,<1H OCEAN,346000
8567,-118.42,33.93,39,2988,605,,1466,610,4.9286,3.713116959,<1H OCEAN,341400
8568,-118.42,33.93,28,4603,993,832.58,2191,943,4.5743,6.139827115,<1H OCEAN,382200
8569,-118.42,33.9,29,1929,523,301.84,686,455,5.5347,3.494090978,<1H OCEAN,500001
8570,-118.43,33.9,27,1536,377,221.2,553,326,5.4088,9.170104643,<1H OCEAN,500001
8571,-118.4,33.9,34,2674,435,,1087,431,7.3151,0.667333833,<1H OCEAN,492200
8572,-118.4,33.9,37,2458,400,349.6,920,375,7.8924,8.971356472,<1H OCEAN,500001
8573,-118.41,33.9,39,2311,404,,1044,380,8.468,8.460333165,<1H OCEAN,472100
8574,-118.41,33.9,39,2040,336,,926,351,7.5552,4.2118249,<1H OCEAN,500001
8575,-118.44,33.88,35,2020,451,282.36,724,399,6.6494,3.542210698,NEAR OCEAN,500001
8576,-118.42,33.9,37,1576,345,251.56,662,340,5.308,0.943622269,<1H OCEAN,500001
8577,-118.42,33.9,43,1394,321,231.84,552,296,5.9596,7.436612447,<1H OCEAN,500001
8578,-118.41,33.89,31,1428,320,304.65,677,331,7.2316,8.24455495,<1H OCEAN,500001
8579,-118.41,33.89,35,1194,292,202.8,507,295,9.0812,9.378202975,<1H OCEAN,500001
8580,-118.41,33.89,38,4166,828,,1600,770,6.3861,4.6216466,<1H OCEAN,500001
8581,-118.41,33.89,34,2959,639,,1143,593,6.348,7.068048895,<1H OCEAN,500001
8582,-118.41,33.89,31,702,161,,236,144,5.0497,4.091309376,<1H OCEAN,500001
8583,-118.4,33.9,38,2868,466,,1098,438,7.9059,1.543469865,<1H OCEAN,477100
8584,-118.4,33.89,36,2334,430,413.2,1033,407,6.6321,7.931938289,<1H OCEAN,481500
8585,-118.4,33.89,31,2926,492,413.64,1149,476,7.9611,2.364526113,<1H OCEAN,500001
8586,-118.4,33.89,36,2127,314,347.01,807,306,8.1596,1.998384067,<1H OCEAN,500001
8587,-118.39,33.9,7,4314,725,764.55,1699,718,8.2037,5.724040348,<1H OCEAN,500001
8588,-118.38,33.89,35,1778,330,,732,312,6.5745,5.304971289,<1H OCEAN,379300
8589,-118.39,33.89,30,2532,464,369.6,1056,419,6.3434,8.534465771,<1H OCEAN,460400
8590,-118.39,33.89,38,1851,332,,750,314,7.3356,1.908420089,<1H OCEAN,422700
8591,-118.39,33.89,40,826,143,,389,147,7.1845,9.633444149,<1H OCEAN,438100
8592,-118.36,33.89,40,756,122,,371,130,5.0299,3.419681323,<1H OCEAN,329200
8593,-118.36,33.88,44,1362,237,,709,247,4.4271,5.805937861,<1H OCEAN,336200
8594,-118.37,33.88,44,1325,245,287.67,669,253,4.4211,3.298250803,<1H OCEAN,324000
8595,-118.37,33.88,21,966,172,179.31,417,158,5.5335,0.238962994,<1H OCEAN,342600
8596,-118.38,33.88,33,1313,244,224.4,561,217,5.2999,2.636668917,<1H OCEAN,359400
8597,-118.37,33.89,21,2696,548,456.8,1142,473,5.6091,1.31093075,<1H OCEAN,356800
8598,-118.37,33.88,20,2439,474,,1219,497,5.9619,8.289172816,<1H OCEAN,335900
8599,-118.36,33.88,31,2518,543,464.94,1107,508,4.7404,9.455881411,<1H OCEAN,295800
8600,-118.36,33.87,19,2512,575,510,1275,544,4.9375,2.265281665,<1H OCEAN,293000
8601,-118.37,33.87,19,757,148,,361,141,6.02,2.333428919,<1H OCEAN,304200
8602,-118.37,33.88,27,1688,331,291.96,811,327,4.5357,4.517917925,<1H OCEAN,334200
8603,-118.38,33.87,27,2287,491,429.39,1101,466,4.675,0.28769514,<1H OCEAN,316900
8604,-118.38,33.88,27,3039,606,,1421,564,5.5771,9.502803218,<1H OCEAN,345500
8605,-118.37,33.88,26,2620,530,576.9,1282,525,4.4828,8.619217561,<1H OCEAN,340700
8606,-118.36,33.87,17,1082,291,257.14,598,281,3.9868,7.440746676,<1H OCEAN,281900
8607,-118.36,33.87,22,2114,541,585,1300,538,3.4208,4.514938122,<1H OCEAN,290000
8608,-118.37,33.87,18,2516,485,,1128,433,5.0114,9.822339565,<1H OCEAN,338600
8609,-118.37,33.87,13,2907,726,,1573,694,3.5048,7.532681626,<1H OCEAN,294000
8610,-118.36,33.86,35,2126,434,386.28,1044,433,5.5456,9.64366178,<1H OCEAN,297400
8611,-118.36,33.86,37,1768,314,,802,290,5.0784,7.881051966,<1H OCEAN,295900
8612,-118.36,33.86,34,1865,345,,963,302,5.543,9.091697585,<1H OCEAN,305900
8613,-118.37,33.86,28,2685,581,459.91,1243,529,4.119,2.916753236,<1H OCEAN,324000
8614,-118.37,33.87,23,1829,331,338.58,891,356,6.5755,5.032120186,<1H OCEAN,359900
8615,-118.38,33.87,21,4151,1018,,2054,925,4.9821,5.897566859,<1H OCEAN,292900
8616,-118.38,33.87,17,2791,579,,1467,583,5.7415,4.678862264,<1H OCEAN,321900
8617,-118.38,33.87,23,2387,418,423.36,1008,415,5.8518,7.565260481,<1H OCEAN,337900
8618,-118.39,33.87,19,3303,584,518.31,1329,569,7.521,7.364736619,<1H OCEAN,340400
8619,-118.38,33.86,12,4235,735,737.18,1798,683,6.4242,3.090095635,<1H OCEAN,365500
8620,-118.38,33.86,29,2787,475,472.8,1182,444,6.7613,8.324928107,<1H OCEAN,352700
8621,-118.38,33.86,24,3124,560,551.04,1312,542,6.3021,4.440592963,<1H OCEAN,333800
8622,-118.38,33.86,15,1778,311,381.36,908,330,7.674,3.019329032,<1H OCEAN,329300
8623,-118.38,33.87,33,1993,371,385.56,918,361,6.9021,1.222286854,<1H OCEAN,337600
8624,-118.38,33.88,39,1489,282,267.48,743,270,4.8611,3.66115836,<1H OCEAN,456100
8625,-118.38,33.88,34,1830,315,353.46,822,307,5.0602,4.601900382,<1H OCEAN,453700
8626,-118.39,33.88,33,2496,387,,1098,404,7.6685,1.027563301,<1H OCEAN,474300
8627,-118.39,33.88,34,1973,367,379.35,843,345,6.077,7.969993048,<1H OCEAN,472700
8628,-118.39,33.88,33,2543,439,,1098,416,5.9683,2.804025203,<1H OCEAN,495500
8629,-118.39,33.88,31,1448,244,230.66,607,259,8.1513,2.175073668,<1H OCEAN,500001
8630,-118.39,33.88,35,1267,216,,521,191,6.0441,1.482838691,<1H OCEAN,470000
8631,-118.38,33.88,36,2501,443,371.16,1031,422,4.75,3.578854417,<1H OCEAN,442100
8632,-118.4,33.88,36,3022,482,575.1,1278,494,7.2651,0.065776718,<1H OCEAN,500001
8633,-118.4,33.88,36,1543,214,189.6,474,187,9.3399,5.405615076,<1H OCEAN,500001
8634,-118.4,33.88,35,1753,296,,615,275,7.5,6.74927374,<1H OCEAN,500001
8635,-118.41,33.88,34,540,107,,213,104,6.3403,3.716411572,<1H OCEAN,500001
8636,-118.4,33.88,35,1060,191,,444,196,8.0015,0.928846777,<1H OCEAN,500001
8637,-118.41,33.88,43,2492,449,,1033,437,7.9614,1.853670542,<1H OCEAN,500001
8638,-118.41,33.88,40,925,254,140.98,371,227,5.2533,0.15957869,<1H OCEAN,500001
8639,-118.41,33.88,34,1471,308,194.22,498,264,7.0842,0.414688349,<1H OCEAN,500001
8640,-118.43,33.87,41,847,173,151.36,344,170,6.822,3.57336727,NEAR OCEAN,500001
8641,-118.4,33.87,26,6712,1441,1205.29,2803,1394,5.2276,6.635208829,<1H OCEAN,434500
8642,-118.39,33.87,34,2395,469,,1087,438,5.9683,2.610690884,<1H OCEAN,394600
8643,-118.43,33.86,34,358,87,,162,84,7.1264,9.035426464,NEAR OCEAN,500001
8644,-118.4,33.88,42,1516,341,234.58,634,327,6.2356,6.61231704,<1H OCEAN,472700
8645,-118.4,33.87,40,1679,372,309.17,719,385,6.435,3.562904554,<1H OCEAN,479500
8646,-118.4,33.87,38,2398,431,355.29,911,392,5.2319,2.694708255,<1H OCEAN,500001
8647,-118.4,33.87,45,2093,497,336.8,842,472,6.3231,1.120243559,<1H OCEAN,500001
8648,-118.4,33.87,34,3145,786,,1352,727,5.0976,6.19590159,<1H OCEAN,469800
8649,-118.4,33.87,45,2181,505,347.4,965,471,5.3816,7.97833712,<1H OCEAN,500001
8650,-118.39,33.86,34,2361,442,,915,437,5.687,1.841510644,<1H OCEAN,392400
8651,-118.39,33.86,28,3619,764,624.6,1735,789,6.1404,5.307572287,<1H OCEAN,368400
8652,-118.39,33.86,24,2386,582,,1152,568,4.8971,0.791284273,<1H OCEAN,400700
8653,-118.4,33.86,18,5152,1365,937.26,2286,1243,5.1677,3.635057245,<1H OCEAN,380800
8654,-118.4,33.85,29,2085,533,,919,489,5.6017,8.535385202,<1H OCEAN,430000
8655,-118.4,33.86,41,2237,597,,938,523,4.7105,0.327074975,<1H OCEAN,500001
8656,-118.42,33.85,43,1584,477,319.6,799,433,5.0322,4.470439524,NEAR OCEAN,435000
8657,-118.38,33.85,28,4430,928,937.64,2131,885,4.9384,5.152905492,<1H OCEAN,378100
8658,-118.38,33.85,31,3533,729,642.33,1647,679,5.5843,2.979573022,<1H OCEAN,384600
8659,-118.39,33.85,24,4373,871,786.9,1830,824,5.7128,9.22951257,<1H OCEAN,366200
8660,-118.41,33.85,16,6123,1989,998.55,2853,1789,4.425,5.169014873,NEAR OCEAN,336400
8661,-118.39,33.85,17,1610,379,247.9,670,341,4.3594,0.651596328,<1H OCEAN,349000
8662,-118.38,33.84,25,5775,1149,1054.8,2637,1117,5.4968,7.125730719,<1H OCEAN,379800
8663,-118.38,33.83,20,2270,498,417.3,1070,521,4.4615,3.42013363,<1H OCEAN,384800
8664,-118.38,33.83,40,3070,570,556.16,1264,506,5.1626,5.815193915,<1H OCEAN,432700
8665,-118.38,33.84,26,2869,567,520.65,1157,538,6.0382,0.367288049,<1H OCEAN,355300
8666,-118.39,33.84,16,2472,572,366.7,965,529,5.137,4.26127174,<1H OCEAN,348600
8667,-118.43,33.83,19,6206,1611,1055.65,2455,1472,5.145,9.065229856,NEAR OCEAN,420200
8668,-118.39,33.83,32,2075,539,333.9,954,519,5.637,3.244219249,NEAR OCEAN,500001
8669,-118.39,33.82,30,3433,918,534.1,1526,828,4.5817,8.20725675,NEAR OCEAN,500001
8670,-118.43,33.82,34,2112,614,340.56,946,574,4.6048,3.89465328,NEAR OCEAN,500001
8671,-118.37,33.82,32,2815,607,,1338,609,4.5687,9.633608185,<1H OCEAN,381200
8672,-118.38,33.82,35,3053,623,537.51,1311,589,5.1589,6.864647199,NEAR OCEAN,439200
8673,-118.38,33.82,38,1318,237,,547,225,6.0308,4.510381003,NEAR OCEAN,416700
8674,-118.38,33.83,35,2152,454,378.84,902,414,4.5179,7.131850191,<1H OCEAN,427200
8675,-118.31,33.88,33,2147,505,493.56,1371,498,2.4219,8.921841104,<1H OCEAN,260700
8676,-118.32,33.87,28,3763,762,865.48,1967,724,5.3244,4.830565991,<1H OCEAN,271900
8677,-118.32,33.88,35,1818,339,,828,319,4.3036,9.968996128,<1H OCEAN,282100
8678,-118.32,33.88,34,1803,341,426.15,947,333,5.5538,1.997489005,<1H OCEAN,280300
8679,-118.32,33.88,37,1402,254,288.8,722,251,6.4781,2.241217618,<1H OCEAN,269000
8680,-118.33,33.88,30,1856,444,,899,435,3.1505,6.905488354,<1H OCEAN,270000
8681,-118.33,33.88,36,1271,346,316.29,811,345,3.2417,5.969278443,<1H OCEAN,283300
8682,-118.33,33.87,44,724,133,164.12,373,133,3.9167,3.528377909,<1H OCEAN,265600
8683,-118.34,33.87,28,4605,1188,1074.36,2558,1093,3.6988,5.104323069,<1H OCEAN,266600
8684,-118.34,33.88,31,3122,727,,1885,715,3.8657,2.984832688,<1H OCEAN,298400
8685,-118.31,33.87,27,3348,695,648.9,1545,625,4.7543,1.248034973,<1H OCEAN,296300
8686,-118.31,33.86,29,2243,361,,1051,352,6.6632,4.077143717,<1H OCEAN,325200
8687,-118.32,33.86,32,3485,678,754.6,1715,649,4.6563,2.981859535,<1H OCEAN,291700
8688,-118.32,33.87,35,2380,404,448.44,1212,422,5.6254,0.041120446,<1H OCEAN,283800
8689,-118.34,33.87,34,1069,217,,601,212,4.6406,4.812189365,<1H OCEAN,255900
8690,-118.33,33.87,36,2219,406,463.22,1219,403,4.2614,5.869615815,<1H OCEAN,267100
8691,-118.33,33.87,35,743,128,134.75,385,137,6.4891,0.687564596,<1H OCEAN,278100
8692,-118.32,33.86,34,495,90,102.22,269,93,6.4391,2.25265509,<1H OCEAN,252300
8693,-118.33,33.86,38,914,176,217.98,519,174,6.0335,6.6930641,<1H OCEAN,255400
8694,-118.33,33.86,36,854,160,170.28,473,150,6.3992,8.397014955,<1H OCEAN,259600
8695,-118.33,33.86,38,1059,218,,561,205,4,5.629211883,<1H OCEAN,248600
8696,-118.34,33.86,36,2223,360,488.04,1162,376,5.259,8.967463228,<1H OCEAN,279400
8697,-118.34,33.86,35,1936,343,352.8,1008,346,5.4791,4.562786113,<1H OCEAN,285900
8698,-118.34,33.87,28,2948,566,635.8,1445,524,5.3743,6.305631446,<1H OCEAN,286500
8699,-118.35,33.87,37,1420,286,,886,290,4.5833,1.831343509,<1H OCEAN,261300
8700,-118.35,33.87,34,2823,500,585.89,1429,483,5.5,1.284550637,<1H OCEAN,279600
8701,-118.35,33.87,28,2319,579,520.22,1369,564,3.6169,5.769502356,<1H OCEAN,257000
8702,-118.35,33.86,28,2075,463,437.76,1216,446,3.9732,7.442202854,<1H OCEAN,281500
8703,-118.35,33.86,24,2139,481,,971,418,4.3859,2.24693168,<1H OCEAN,271300
8704,-118.34,33.84,36,1561,252,281.2,740,253,6.2778,7.377342985,<1H OCEAN,309700
8705,-118.33,33.84,36,1364,251,280.56,668,245,5.3131,8.778512594,<1H OCEAN,314100
8706,-118.34,33.84,36,1407,231,,676,231,5.269,1.40274424,<1H OCEAN,331900
8707,-118.34,33.83,34,1761,329,,965,329,5.399,5.178229428,<1H OCEAN,358500
8708,-118.34,33.83,35,1818,353,341.2,853,321,5.8972,6.142013022,<1H OCEAN,350900
8709,-118.36,33.86,37,1249,218,250.69,583,214,5.7422,9.863641161,<1H OCEAN,330700
8710,-118.35,33.85,34,1770,291,348.08,916,289,5,6.770742687,<1H OCEAN,354200
8711,-118.35,33.85,35,1248,206,247.95,551,185,5.6426,6.614317701,<1H OCEAN,348200
8712,-118.36,33.85,36,1390,230,245.88,683,219,4.8906,7.749714931,<1H OCEAN,334400
8713,-118.36,33.86,36,681,122,126,360,128,5.2799,3.775749969,<1H OCEAN,332600
8714,-118.37,33.85,34,2415,404,,1278,414,6.1599,7.29847234,<1H OCEAN,341200
8715,-118.36,33.85,34,1086,197,208.69,509,158,6.1133,9.424412727,<1H OCEAN,349300
8716,-118.37,33.85,25,5622,998,1065.54,2537,1009,5.785,7.7102345,<1H OCEAN,395300
8717,-118.35,33.84,22,13133,3680,3231,7180,3522,3.5414,6.0152677,<1H OCEAN,354700
8718,-118.36,33.84,22,11016,3170,,6664,2838,3.703,4.490377427,<1H OCEAN,361300
8719,-118.37,33.85,29,3662,586,666.66,1626,611,6.3974,8.426185098,<1H OCEAN,410000
8720,-118.37,33.84,27,3245,605,,1572,556,5.3773,4.0224318,<1H OCEAN,379000
8721,-118.35,33.83,36,1102,193,208.8,522,172,6.1187,8.68175359,<1H OCEAN,342000
8722,-118.36,33.83,36,1660,300,,943,300,5.1984,0.898216832,<1H OCEAN,353600
8723,-118.36,33.84,35,1577,279,267.48,743,274,5.7654,7.559357508,<1H OCEAN,343000
8724,-118.37,33.84,35,1792,322,352.08,978,326,4.9583,4.369989056,<1H OCEAN,342800
8725,-118.36,33.83,35,1378,247,,645,217,5.9143,3.528852068,<1H OCEAN,343400
8726,-118.36,33.83,35,2828,487,546.82,1439,490,5.6013,1.644463775,<1H OCEAN,350200
8727,-118.37,33.83,35,1207,207,270.45,601,213,4.7308,0.826994736,<1H OCEAN,353400
8728,-118.37,33.84,32,1751,328,335.79,819,323,6.7105,3.673476502,<1H OCEAN,339000
8729,-118.33,33.83,5,13038,2679,2108.8,5272,2523,5.5023,8.368290363,<1H OCEAN,286400
8730,-118.32,33.85,42,3146,770,687.83,1859,740,3.5073,2.222171092,<1H OCEAN,234800
8731,-118.31,33.84,52,1819,464,,1068,424,3.625,2.797227306,<1H OCEAN,270700
8732,-118.32,33.83,51,2399,516,,1160,514,3.8456,7.851331201,<1H OCEAN,318900
8733,-118.32,33.84,42,1486,420,,897,377,1.6228,6.355039877,<1H OCEAN,376100
8734,-118.31,33.83,50,696,311,148.98,382,234,2.775,6.409724749,<1H OCEAN,225000
8735,-118.31,33.83,45,2929,755,686.7,1635,652,2.9375,0.054929317,<1H OCEAN,273000
